business,name,per_unit_value,unit,brand,category,sub_category,sub_category2,vendor_price,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,sku,delivery_time,status,enable_stock,current_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
squarefood&beverageltd.,Chopstick Instant Noodles - Deshi Masala-248gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,60,  70 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"""<ul>
<li>Brand Chopstick</li>
<li>Weight 248gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>""",,,,,,,
squarefood&beverageltd.,Chopstick Instant Noodles - Deshi Masala-496gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,118,  135 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand Chopstick</li>
<li>Weight 496gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>",,,,,,,
squarefood&beverageltd.,Chopstick Instant Noodles - Deshi Masala-744gm,1,Packet,chopstick,groceries,snacks-and-instant-food,noodles,173,  200 ,0,,,,,"groceries,cooking-items,rice,spices,radhuni,ready-mix,snacks-and-instant-food,ruchi",5,,,active,1,100,"<ul>
<li>Brand Chopstick</li>
<li>Weight 12 pack 744 gm</li>
<li>Chopstick Instant Noodles Enriched With Iodine, Protein, Calcium &amp; Iron.</li>
</ul>",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
