,name,unit,per_unit_value,brand,category,sub_category,sub_category2,vendor_price,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,slug,sku,delivery_time,status,enable_stock,current_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
sevendaysnotes,Landscape Series Texture White Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Notebook Premium Bianco Paper for Artist 9-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,3137,3780,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Designer Series Black Dotted Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,208,250,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Designer Series Kraft Dotted Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,208,250,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Designer Series Texture Ash Dotted Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,220,265,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Designer Series Black Kraft & Texture Ash Dotted Notebook 3-Pack,Piece, ,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,635,765,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Dhaka & Almond Blossoms Notebook SN202008122 & SN20213013 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Executive Series Black SpiralBlack Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,149,180,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Executive Series Black SpiralBlack & White Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,299,360,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Workaholic Black Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,208,250,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Workaholic Grey Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,208,250,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Workaholic Brown Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,208,250,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Workaholic Brown & Grey Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,415,500,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Workaholic Black Brown Grey & Kraft Notebook 4-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,830,1000,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Dhaka Badge - 10 Pcs,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Happy Birthday Badge - 10 Pcs,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sharod Shuveccha Badge - 10 Pcs,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,No Branding No Publicity Notebook Recycled Tosa Board Cover,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,116,140,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendays Notes Cream White 110 gsm Cartridge Paper Single Sheets,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,208,250,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Green Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Explorer Notebook Jute Handmade Green Board Cover,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Tent Series Yellowish Page Hand Made Green Cover Notebook ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series White Texture Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Tent Series Yellowish Page Hand Made Sand Texture Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Explorer Notebook Jute Handmade Green & Orange Board Cover 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,A5 SizeW- 5.9 in x H- 8.3 in - No Branding No Publicity Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,183,220,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,B5 SizeW- 6.9 in x H- 9.9 in - No Branding No Publicity Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Big Canvas Portrait SizeW- 7.9 in x H- 10.9 in - No Branding No Publicity Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Wide Landscape SeriesW- 8.4 in x H- 5.9 in - No Branding No Publicity Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,183,220,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Wide Landscape SeriesW- 9.9 in x H- 6.9 in - No Branding No Publicity Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Wide Landscape seriesW- 10.9 in x H- 7.9 in - No Branding No Publicity Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,A5 B5 &  Wide Landscape SeriesW- 5.9 in x H- 8.3 in W- 6.9,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,564,680,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Big Canvas Portrait & Wide Landscape SeriesW-,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,564,680,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendays Notes Black Ball Pen 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,108,130,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sylhet Notebook SN202108148,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Happy Birthday Notebook SN20191211,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,The Kingfisher Notebook SN202108152,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Coffee Note Series Red Notebook SN20218147,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Coffee Note Series Black Notebook SN20218147,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Coffee Note Series Grey Notebook SN20218147,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Coffee Note Series White Notebook SN20218147,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Coffee Note Series Red & White Notebook SN20218147 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,133,160,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Coffee Note Series Black Grey Red & White Notebook ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,266,320,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Urbanization Notebook SN202108149,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Happy Birthday Notebook with Badge SN20191211,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Series Black White Red & Grey Notebook 4-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Dhaka Chattogram & Sylhet Notebook ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,299,360,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Dhaka Chattogram & Sylhet Notebook SN202008122 ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,398,480,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Black Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,0,,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Tent Series Yellowish Page Reduce Reuse Recycle Soft Green Cover,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Tent Series Yellowish Page Reduce Reuse Recycle Green Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Tent Series Yellowish Page Reduce Reuse Recycle Soft Gren,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Tent Series Yellowish Page Hand Made Soft Yellow ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Tent Series Yellowish Page Hand Made Pinewood Texture Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Tent Series Yellowish Page Hand Made Soft Yellow,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Black Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,303,365,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Brown Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,303,365,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Black & Brown Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,606,730,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Black Brown Green Red & Kraft Cover Notebook 5-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,1515,1825,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Cannabis Series Red Leaf Notebook SN20201125,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
,Leaf Series Black Green Red Brown Orange & White Leaf Notebook SN20201125 6-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,398,480,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
,Darjeeling Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
,Black Pen Pencil 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,75,90,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
,,,,,home-&-decor,,,,,,,,,,,,,,,,,,,,,,,,,
