business,name,unit,per_unit_value,brand,category,sub_category,sub_category2,vendor_price,price,is_offer_enable,offer_price,featured_image,short_resolation_image,slug,type,keywords,alert_quantity,sku,delivery_time,status,enable_stock,current_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
,,,,,,,,,,,,,,,,,10,,10080,active,1,100,,,,,,,,
